Light Source:,LAV2-SW,,,,
Filter:,"Tricolor 457 +/- 22 nm, 530 +/- 20 nm, 628 +/- 28 nm",,,,
Camera:,"IDS USB 3.0 Camera, Model UI-3060CPC",,,,
Wavelength (nm),Relative Light Intensity (fraction),Light Filter (fraction),Relative Camera Sensitivity for Red (fraction),Relative Camera Sensitivity for Green (fraction),Relative Camera Sensitivity for Blue (fraction)
485.7,0.236966466,0,0.023953609,0.530091124,0.489607087
485.8,0.235768965,0,0.023957208,0.5322612,0.488853406
485.9,0.234574145,0,0.023960791,0.53437761,0.488089672
486,0.233377214,0,0.02396436,0.536424536,0.487312469
486.1,0.232173381,0,0.023967918,0.538386156,0.486516134
486.2,0.230957854,0,0.023971469,0.540246653,0.485702461
486.3,0.229726853,0,0.023975015,0.541999794,0.484873558
486.4,0.228482703,0,0.02397856,0.543684365,0.484031537
486.5,0.227229599,0,0.023982107,0.545311393,0.483178506
486.6,0.225971706,0,0.023985659,0.546886622,0.482316576
486.7,0.22471319,0,0.023989218,0.548415792,0.481447858
486.8,0.223458215,0,0.02399279,0.549904644,0.480574461
486.9,0.222210948,0,0.023996375,0.551358922,0.479698495
487,0.220975554,0,0.023999978,0.552784366,0.47882207
487.1,0.219756198,0,0.024003602,0.554186718,0.477947297
487.2,0.218557046,0,0.02400725,0.55557172,0.477076286
487.3,0.217382263,0,0.024010924,0.556945114,0.476211145
487.4,0.216235701,0,0.024014629,0.55831264,0.475353987
487.5,0.215106504,0,0.024018367,0.559680042,0.47450692
487.6,0.213988081,0,0.024022142,0.56105306,0.473672055
487.7,0.212881152,0,0.024025956,0.562437419,0.472851501
487.8,0.211786438,0,0.024029813,0.563825239,0.47204737
487.9,0.210704661,0,0.024033715,0.565205889,0.47126177
488,0.209636541,0,0.024037667,0.566578313,0.470496813
488.1,0.208582801,0,0.02404167,0.56794145,0.469760942
488.2,0.20754416,0,0.024045729,0.569294243,0.469068642
488.3,0.206521341,0,0.024049847,0.570635634,0.468410802
488.4,0.205515063,0,0.024054026,0.571964565,0.467776942
488.5,0.204526049,0,0.024058269,0.573279977,0.467156583
488.6,0.203555019,0,0.024062581,0.574580812,0.466539248
488.7,0.202599484,0,0.024066963,0.575866013,0.465914456
488.8,0.201648115,0,0.02407142,0.57713452,0.46527173
488.9,0.200702885,0,0.024075954,0.578385277,0.46460059
489,0.199767274,0,0.024080568,0.579617488,0.463890557
489.1,0.198844761,0,0.024085266,0.580847586,0.463131153
489.2,0.197938826,0,0.024090051,0.582083038,0.462311899
489.3,0.197052948,0,0.024094925,0.58331994,0.461397305
489.4,0.196190606,0,0.024099893,0.584554387,0.460328394
489.5,0.195355282,0,0.024104956,0.585782476,0.459156214
489.6,0.194550453,0,0.024110119,0.587000304,0.457939162
489.7,0.193779599,0,0.024115384,0.588203966,0.456735633
489.8,0.193046198,0,0.024120755,0.589389559,0.455604024
489.9,0.192349547,0,0.024126234,0.590553179,0.454573183
490,0.19168417,0,0.024131826,0.591690922,0.453573787
490.1,0.191045819,0,0.024137532,0.592798885,0.452596626
490.2,0.190430246,0,0.024143356,0.593873165,0.451639496
490.3,0.189833202,0,0.024149302,0.594909856,0.450700191
490.4,0.189250441,0,0.024155372,0.595905056,0.449776508
490.5,0.188677713,0,0.02416157,0.596854862,0.448866241
490.6,0.188110771,0,0.024167898,0.597755368,0.447967187
490.7,0.187545366,0,0.02417436,0.598604614,0.447077141
490.8,0.186977251,0,0.024180998,0.599406311,0.446193898
490.9,0.186402178,0,0.024187856,0.600165068,0.445315254
491,0.185815897,0,0.024194937,0.600885492,0.444439004
491.1,0.185214536,0,0.024202242,0.601572192,0.443562945
491.2,0.184599321,0,0.02420977,0.602229778,0.442684871
491.3,0.183974247,0,0.024217524,0.602862857,0.441802578
491.4,0.183343207,0,0.024225504,0.60347604,0.440913862
491.5,0.182710098,0,0.024233711,0.604073933,0.440016518
491.6,0.182078813,0,0.024242146,0.604661146,0.439108341
491.7,0.18145325,0,0.024250809,0.605242289,0.438190554
491.8,0.180837302,0,0.024259703,0.605821968,0.437275255
491.9,0.180234865,0,0.024268826,0.606404794,0.436363335
492,0.179649834,0,0.024278182,0.606995374,0.435454338
492.1,0.179086104,0,0.024287769,0.607598318,0.434547809
492.2,0.178547571,0,0.02429759,0.608218234,0.433643291
492.3,0.178035841,0,0.024307645,0.608859731,0.432740328
492.4,0.177532992,0,0.024317935,0.609527417,0.431838465
492.5,0.177035232,0,0.024328461,0.610225902,0.430937245
492.6,0.176543631,0,0.024339224,0.610959794,0.430036213
492.7,0.176059257,0,0.024350224,0.611733701,0.429134912
492.8,0.17558318,0,0.024361464,0.612552233,0.428232888
492.9,0.175116469,0,0.024372943,0.613419998,0.427329683
493,0.174660193,0,0.024384662,0.614341604,0.426424842
493.1,0.174215421,0,0.024396622,0.6153707,0.425517909
493.2,0.173783222,0,0.024408825,0.616585145,0.424608428
493.3,0.173364666,0,0.024421271,0.617943876,0.423695943
493.4,0.172960822,0,0.024433961,0.619402601,0.422779998
493.5,0.172572759,0,0.024446896,0.620917029,0.421860138
493.6,0.172201546,0,0.024460077,0.622442869,0.420935905
493.7,0.171848253,0,0.024473504,0.623935827,0.420006846
493.8,0.171513947,0,0.02448718,0.625351613,0.419072502
493.9,0.171199497,0,0.024501103,0.626645935,0.418132419
494,0.170902284,0,0.024515277,0.627775594,0.417186141
494.1,0.170619956,0,0.0245297,0.628792819,0.416233211
494.2,0.170350909,0,0.024544375,0.629752694,0.415273175
494.3,0.170093537,0,0.024559302,0.630663222,0.414305574
494.4,0.169846236,0,0.024574481,0.631532409,0.413329955
494.5,0.1696074,0,0.024589915,0.632368257,0.412345861
494.6,0.169375424,0,0.024605604,0.633178773,0.411352836
494.7,0.169148703,0,0.024621548,0.633971959,0.410348708
494.8,0.168925632,0,0.024637749,0.634755821,0.409325124
494.9,0.168704606,0,0.024654208,0.635538362,0.408282786
495,0.168484019,0,0.024670925,0.636327587,0.40722376
495.1,0.168262267,0,0.024687901,0.637131499,0.406150108
495.2,0.168037744,0,0.024705138,0.637958105,0.405063895
495.3,0.167808846,0,0.024722635,0.638815872,0.403967183
495.4,0.167573966,0,0.024740395,0.639719602,0.402862036
495.5,0.167329101,0,0.024758417,0.640660703,0.401750519
495.6,0.1670691,0,0.02477683,0.641622133,0.400634694
495.7,0.166797411,0,0.024795904,0.642586846,0.399516626
495.8,0.166517875,0,0.024815659,0.643537799,0.398398378
495.9,0.166234332,0,0.024836111,0.64445795,0.397282013
496,0.165950622,0,0.024857272,0.645330253,0.396169596
496.1,0.165670585,0,0.024879156,0.646137665,0.39506319
496.2,0.165398061,0,0.024901778,0.646863142,0.393964858
496.3,0.16513689,0,0.02492515,0.64750075,0.392876665
496.4,0.164890912,0,0.024949287,0.648098285,0.391800674
496.5,0.164663968,0,0.024974203,0.64866581,0.390738948
496.6,0.164459897,0,0.024999911,0.649206014,0.389693552
496.7,0.164282539,0,0.025026426,0.649721587,0.388666548
496.8,0.164135735,0,0.02505376,0.650215219,0.387658525
496.9,0.164022906,0,0.025081928,0.6506896,0.386661248
497,0.163924349,0,0.025110943,0.651147418,0.385672709
497.1,0.163828042,0,0.025140819,0.651591364,0.38469244
497.2,0.163734667,0,0.025171571,0.652024127,0.38371997
497.3,0.163644907,0,0.025203211,0.652448398,0.382754831
497.4,0.163559444,0,0.025235754,0.652866865,0.381796553
497.5,0.16347896,0,0.025269213,0.653282218,0.380844666
497.6,0.163404138,0,0.025303603,0.653697148,0.379898702
497.7,0.16333566,0,0.025338936,0.654114343,0.378958191
497.8,0.163274208,0,0.025375227,0.654536493,0.378022664
497.9,0.163220465,0,0.02541249,0.654964729,0.37709165
498,0.163175112,0,0.025450738,0.655387172,0.376164682
498.1,0.163138832,0,0.025489985,0.655801361,0.375241289
498.2,0.163112307,0,0.025530244,0.656208005,0.374321002
498.3,0.16309622,0,0.025571531,0.656607815,0.373403351
498.4,0.163091225,0,0.025613858,0.657001501,0.372487868
498.5,0.163091225,0,0.025657239,0.657389773,0.371574083
498.6,0.163091225,0,0.025701688,0.657773341,0.370661526
498.7,0.163091225,0,0.025747219,0.658152917,0.369749728
498.8,0.163091225,0,0.025793845,0.65852921,0.36883822
498.9,0.163091225,0,0.025841581,0.658902931,0.367926533
499,0.163091225,0,0.02589044,0.65927479,0.367014196
499.1,0.163091225,0,0.025940453,0.659645497,0.366100741
499.2,0.163091225,0,0.025995478,0.660015763,0.365185698
499.3,0.163091225,0,0.026057943,0.660386298,0.364268598
499.4,0.163091225,0,0.026127112,0.660757812,0.363348972
499.5,0.163094948,0,0.026202249,0.661131016,0.362426349
499.6,0.163105482,0,0.026282618,0.66150662,0.361500261
499.7,0.163122208,0,0.026367484,0.661885334,0.360572617
499.8,0.163144509,0,0.026456112,0.66226787,0.359646419
499.9,0.163171767,0,0.026547766,0.662654936,0.358721559
500,0.163203365,0,0.02664171,0.663047244,0.357797906
500.1,0.163238683,0,0.02673721,0.663445503,0.356875331
500.2,0.163277105,0,0.026833528,0.663850425,0.355953706
500.3,0.163318012,0,0.026929931,0.664262719,0.355032901
500.4,0.163360787,0,0.027025682,0.664683096,0.354112786
500.5,0.163404812,0,0.027120058,0.665112574,0.353193234
500.6,0.163454617,0,0.027214392,0.665552438,0.352274113
500.7,0.163515814,0,0.027309942,0.666001916,0.351355296
500.8,0.163587948,0,0.027406694,0.66646005,0.350436653
500.9,0.163670551,0,0.02750463,0.666925883,0.349518054
501,0.163763157,0,0.027603735,0.667398456,0.348599371
501.1,0.163865298,0,0.027703991,0.667876813,0.347680475
501.2,0.163976508,0,0.027805382,0.668359995,0.346761235
501.3,0.164096319,0,0.027907893,0.668847045,0.345841523
501.4,0.164224265,0,0.028011506,0.669337004,0.344921209
501.5,0.164359879,0,0.028116205,0.669828915,0.344000165
501.6,0.164502694,0,0.028221975,0.670321821,0.343078261
501.7,0.164652243,0,0.028328798,0.670814763,0.342155368
501.8,0.164820744,0,0.028436658,0.671306784,0.341231357
501.9,0.165024659,0,0.02854554,0.671796926,0.340306098
502,0.165259928,0,0.028655426,0.672284231,0.339379463
502.1,0.165522285,0,0.0287663,0.672767741,0.338453448
502.2,0.165807463,0,0.028878146,0.6732465,0.337531245
502.3,0.166111198,0,0.028990947,0.673719548,0.336612304
502.4,0.166429222,0,0.029104687,0.674185928,0.335696015
502.5,0.166757271,0,0.029219351,0.674644683,0.334781769
502.6,0.167091078,0,0.02933492,0.675094855,0.333868955
502.7,0.167426378,0,0.02945138,0.675535486,0.332956965
502.8,0.167758905,0,0.029568713,0.67597163,0.332045189
502.9,0.168084392,0,0.029686904,0.6764084,0.331133018
503,0.168405572,0,0.029805935,0.676845328,0.330219841
503.1,0.168733613,0,0.029925791,0.677281946,0.329305049
503.2,0.169068394,0,0.030046456,0.677717788,0.328388033
503.3,0.169409492,0,0.030167912,0.678152387,0.327468182
503.4,0.169756487,0,0.030290144,0.678585274,0.326544888
503.5,0.170108957,0,0.030413268,0.679015983,0.325617541
503.6,0.17046648,0,0.030537857,0.679444046,0.324685531
503.7,0.170828635,0,0.030663942,0.679868997,0.323748248
503.8,0.171195,0,0.030791478,0.680290367,0.322805083
503.9,0.171565155,0,0.030920421,0.68070769,0.321855427
504,0.171938676,0,0.031050726,0.681120499,0.32089867
504.1,0.172315144,0,0.031182349,0.681528326,0.319934201
504.2,0.172694135,0,0.031315244,0.681930703,0.318961413
504.3,0.173075229,0,0.031449368,0.682327165,0.317979694
504.4,0.173458005,0,0.031584675,0.682717242,0.316988436
504.5,0.17384204,0,0.031721122,0.683100469,0.315983513
504.6,0.174226959,0,0.031858663,0.683476377,0.314958766
504.7,0.174613622,0,0.031997255,0.6838445,0.313916535
504.8,0.175002628,0,0.032136852,0.68420437,0.312859407
504.9,0.175394146,0,0.032277409,0.68455552,0.311789965
505,0.175788344,0,0.032418884,0.684897483,0.310710795
505.1,0.176185391,0,0.03256123,0.685229792,0.309624481
505.2,0.176585456,0,0.032704403,0.685554699,0.308533608
505.3,0.176988706,0,0.032848359,0.685877217,0.30744076
505.4,0.17739531,0,0.032993053,0.686197241,0.306348523
505.5,0.177805436,0,0.033138441,0.686514527,0.30525948
505.6,0.178219253,0,0.033284477,0.686828829,0.304176218
505.7,0.17863693,0,0.033431119,0.687139904,0.30310132
505.8,0.179058634,0,0.03357832,0.687447505,0.302037372
505.9,0.179484535,0,0.033726036,0.687751388,0.300986957
506,0.1799148,0,0.033874223,0.688051308,0.299952662
506.1,0.180349598,0,0.034022836,0.68834702,0.298936423
506.2,0.180789098,0,0.034171831,0.68863828,0.297926877
506.3,0.181233467,0,0.034321162,0.688924841,0.296919294
506.4,0.181682427,0,0.034470787,0.689206459,0.295914041
506.5,0.182134662,0,0.034620659,0.689482889,0.294911488
506.6,0.182590458,0,0.034770734,0.689753887,0.293912005
506.7,0.183050252,0,0.034920968,0.690019207,0.292915961
506.8,0.183514482,0,0.035071317,0.690278604,0.291923726
506.9,0.183983583,0,0.035221735,0.690531833,0.290935669
507,0.184457995,0,0.035372178,0.69077865,0.28995216
507.1,0.184938152,0,0.035522602,0.691018809,0.288973567
507.2,0.185424493,0,0.035673046,0.691252066,0.288000261
507.3,0.185917454,0,0.035824859,0.691478175,0.287032611
507.4,0.186417472,0,0.035978421,0.691696892,0.286070986
507.5,0.186924984,0,0.036133597,0.691907971,0.285115756
507.6,0.187440428,0,0.036290253,0.692111168,0.28416729
507.7,0.18796424,0,0.036448256,0.692306238,0.283225958
507.8,0.188496857,0,0.03660747,0.69249479,0.282292129
507.9,0.189038717,0,0.036767762,0.692678703,0.281366172
508,0.189591189,0,0.036928997,0.69285816,0.280448457
508.1,0.19015864,0,0.037091042,0.693033341,0.279539354
508.2,0.190740497,0,0.037253761,0.693204428,0.278639232
508.3,0.191335508,0,0.037417021,0.693371604,0.27774846
508.4,0.191942423,0,0.037580687,0.69353505,0.276867407
508.5,0.192559992,0,0.037744626,0.693694948,0.275996601
508.6,0.193186963,0,0.037908703,0.693851479,0.275141105
508.7,0.193822085,0,0.038072783,0.694004826,0.274301989
508.8,0.194464108,0,0.038236733,0.69415517,0.273477599
508.9,0.195111781,0,0.038400419,0.694302693,0.272666279
509,0.195763853,0,0.038563706,0.694447576,0.271866375
509.1,0.196419073,0,0.038726459,0.694590003,0.271076232
509.2,0.19707619,0,0.038888546,0.694730153,0.270294194
509.3,0.197733954,0,0.03904983,0.69486821,0.269518608
509.4,0.198391113,0,0.039210179,0.695004355,0.268747818
509.5,0.199046417,0,0.039369459,0.695138769,0.267980169
509.6,0.199704867,0,0.039527533,0.695271635,0.267214007
509.7,0.200372387,0,0.03968427,0.695403134,0.266447676
509.8,0.201047791,0,0.039839534,0.695533448,0.265679522
509.9,0.201729885,0,0.039993191,0.695662759,0.264907889
510,0.202417473,0,0.040145107,0.695791249,0.264131123
510.1,0.203109363,0,0.040295148,0.695919099,0.263347569
510.2,0.203804359,0,0.040443245,0.696046491,0.262555573
510.3,0.204501268,0,0.04058955,0.696173607,0.261753478
510.4,0.205198894,0,0.040734194,0.696300629,0.260939631
510.5,0.205896045,0,0.040877305,0.696427738,0.260112376
510.6,0.206591524,0,0.041019011,0.696555117,0.259270109
510.7,0.207284139,0,0.041159439,0.696682947,0.258414588
510.8,0.207972695,0,0.041298718,0.69681141,0.257548052
510.9,0.208655997,0,0.041436976,0.696940687,0.256671401
511,0.209332851,0,0.04157434,0.697070961,0.255785534
511.1,0.210002063,0,0.041710939,0.697202421,0.254891351
511.2,0.210662439,0,0.041846901,0.697335705,0.253989752
511.3,0.2113132,0,0.041982353,0.697470905,0.253081635
511.4,0.2119552,0,0.042117423,0.697607696,0.252167902
511.5,0.212589614,0,0.042252239,0.697745751,0.25124945
511.6,0.213217614,0,0.04238693,0.697884744,0.25032718
511.7,0.213840373,0,0.042521622,0.698024348,0.249401992
511.8,0.214459062,0,0.042656445,0.698164237,0.248474785
511.9,0.215074852,0,0.042791526,0.698304085,0.247546458
512,0.215688917,0,0.042926992,0.698443564,0.246617911
512.1,0.216302429,0,0.043062973,0.69858235,0.245690045
512.2,0.216916558,0,0.043199595,0.698720114,0.244763757
512.3,0.217532478,0,0.043336987,0.698856531,0.243839949
512.4,0.21815136,0,0.043475276,0.698991275,0.242919518
512.5,0.218774376,0,0.043614591,0.699124019,0.242003366
512.6,0.219402699,0,0.04375506,0.699254437,0.241092392
512.7,0.2200375,0,0.04389681,0.699382201,0.240187495
512.8,0.220679952,0,0.044039969,0.699506987,0.239289575
512.9,0.221331226,0,0.044184666,0.699628467,0.238397417
513,0.221992691,0,0.044331028,0.699746315,0.237502921
513.1,0.222664569,0,0.044479229,0.699860205,0.236605737
513.2,0.223345442,0,0.044630254,0.69996981,0.235706495
513.3,0.224033856,0,0.044784257,0.700074804,0.234805826
513.4,0.224728357,0,0.044940973,0.70017486,0.233904361
513.5,0.225427491,0,0.04510014,0.700269652,0.23300273
513.6,0.226129804,0,0.045261494,0.700358854,0.232101564
513.7,0.226833841,0,0.045424774,0.700442139,0.231201494
513.8,0.22753815,0,0.045589714,0.700519181,0.230303151
513.9,0.228241276,0,0.045756053,0.700590785,0.229407166
514,0.228941765,0,0.045923527,0.700660095,0.228514169
514.1,0.229638163,0,0.046091872,0.700727386,0.227624791
514.2,0.230329016,0,0.046260826,0.700792734,0.226739662
514.3,0.23101287,0,0.046430126,0.700856215,0.225859415
514.4,0.231688271,0,0.046599508,0.700917904,0.224984678
514.5,0.232353766,0,0.046768709,0.700977876,0.224116084
514.6,0.233009264,0,0.046937467,0.701036207,0.223254263
514.7,0.233656099,0,0.047105517,0.701092973,0.222399845
514.8,0.234295648,0,0.047272597,0.701148248,0.221553462
514.9,0.234929288,0,0.047438443,0.70120211,0.220715744
515,0.235558397,0,0.047602793,0.701254632,0.219887321
515.1,0.23618435,0,0.047765382,0.70130589,0.219068826
515.2,0.236808525,0,0.047925949,0.70135596,0.218260888
515.3,0.237432298,0,0.04808423,0.701404918,0.217463456
515.4,0.238057048,0,0.048239961,0.701452839,0.216673256
515.5,0.238684149,0,0.04839288,0.701499798,0.215889578
515.6,0.239314981,0.000224878,0.048542723,0.701545871,0.215112197
515.7,0.239950919,0.001902572,0.048689228,0.701591133,0.214340888
515.8,0.24059334,0.005039392,0.04883213,0.70163566,0.213575423
515.9,0.241243621,0.009454735,0.048971168,0.701679527,0.212815579
516,0.24190314,0.014967999,0.049106077,0.701722811,0.212061128
516.1,0.242573272,0.02139858,0.04923704,0.701765585,0.211311846
516.2,0.243255396,0.028820218,0.049365135,0.701807926,0.210567506
516.3,0.243950924,0.050913964,0.049490589,0.70184991,0.209827883
516.4,0.244664971,0.093183096,0.049613582,0.701891612,0.209092751
516.5,0.245398535,0.152316298,0.049734292,0.701933106,0.208361885
516.6,0.246148903,0.225002257,0.049852901,0.70197447,0.207635058
516.7,0.246913359,0.307929657,0.049969585,0.702015777,0.206912045
516.8,0.24768919,0.397787182,0.050084526,0.702057105,0.20619262
516.9,0.24847368,0.491263518,0.050197902,0.702098527,0.205476558
517,0.249264116,0.58504735,0.050309893,0.702140121,0.204763633
517.1,0.250057783,0.675827362,0.050420678,0.70218196,0.204053619
517.2,0.250851966,0.760292239,0.050530437,0.702224121,0.20334629
517.3,0.251643951,0.835130666,0.050639348,0.70226668,0.20264142
517.4,0.252431024,0.897031328,0.050747591,0.702309711,0.201938785
517.5,0.25321047,0.942682911,0.050855346,0.70235329,0.201238158
517.6,0.253979574,0.968774098,0.050962792,0.702397212,0.200539313
517.7,0.254735623,0.973820686,0.051070108,0.702440385,0.199842025
517.8,0.255475901,0.97417997,0.051177474,0.702482761,0.199146069
517.9,0.256197695,0.974506528,0.051285068,0.702524421,0.198451217
518,0.256902518,0.974802649,0.051393071,0.702565444,0.197757245
518.1,0.257594586,0.975070622,0.051501662,0.702605912,0.197063927
518.2,0.258275443,0.975312737,0.051611019,0.702645904,0.196371038
518.3,0.258946631,0.975531284,0.051721323,0.7026855,0.195678289
518.4,0.259609695,0.975728552,0.051832779,0.702724782,0.194985221
518.5,0.260266178,0.975906831,0.051945647,0.702763828,0.19429204
518.6,0.260917622,0.97606841,0.052059816,0.70280272,0.193599065
518.7,0.261565572,0.97621558,0.052175116,0.702841537,0.192906612
518.8,0.26221157,0.976350629,0.052291374,0.70288036,0.192214998
518.9,0.26285716,0.976475847,0.05240842,0.702919269,0.191524541
519,0.263503886,0.976593525,0.052526082,0.702958345,0.190835557
519.1,0.26415329,0.976705951,0.052644188,0.702997668,0.190148365
519.2,0.264806916,0.976815415,0.052762567,0.703037317,0.18946328
519.3,0.265466308,0.976924208,0.052881048,0.703077374,0.188780621
519.4,0.266133008,0.977034617,0.05299946,0.703117918,0.188100704
519.5,0.26680856,0.977148934,0.05311763,0.703159031,0.187423847
519.6,0.267494507,0.977266542,0.053235388,0.703200791,0.186750367
519.7,0.268193923,0.977381221,0.053352562,0.703243279,0.18608058
519.8,0.268907752,0.977492717,0.053468981,0.703286577,0.185414805
519.9,0.269633159,0.977601118,0.053584474,0.703333029,0.184753357
520,0.270367292,0.977706512,0.053698868,0.703384275,0.184096555
520.1,0.271107298,0.977808987,0.053811993,0.703439501,0.183444716
520.2,0.271850324,0.97790863,0.053923678,0.703497893,0.182798156
520.3,0.272593519,0.97800553,0.05403375,0.703558638,0.182157194
520.4,0.273334029,0.978099775,0.054142039,0.703620922,0.181522145
520.5,0.274069001,0.978191452,0.054248373,0.703683931,0.180893328
520.6,0.274795584,0.97828065,0.05435258,0.703746852,0.180271059
520.7,0.275510924,0.978367456,0.05445449,0.703808872,0.179655655
520.8,0.276212169,0.978451958,0.054553931,0.703869176,0.179047434
520.9,0.276896466,0.978534244,0.054650731,0.703926951,0.178446713
521,0.277561511,0.978614403,0.05474472,0.703981383,0.177854167
521.1,0.278212391,0.978692521,0.054835725,0.70403166,0.177273076
521.2,0.278851986,0.978768687,0.054923576,0.704076966,0.1767034
521.3,0.27948146,0.978842989,0.0550081,0.704116489,0.176144188
521.4,0.280101978,0.978915514,0.055089892,0.704149415,0.175594491
521.5,0.280714705,0.978986351,0.055169945,0.70417493,0.175053357
521.6,0.281320805,0.979055588,0.05524833,0.704192221,0.174519836
521.7,0.281921444,0.979123312,0.055325118,0.704200474,0.173992979
521.8,0.282517787,0.979189612,0.055400375,0.704199692,0.173471833
521.9,0.283110999,0.979254574,0.05547417,0.704192368,0.172955449
522,0.283702244,0.979318288,0.055546571,0.704179051,0.172442877
522.1,0.284292688,0.979380841,0.055617647,0.704160085,0.171933166
522.2,0.284883495,0.979442321,0.055687465,0.704135812,0.171425365
522.3,0.285475831,0.979502816,0.055756094,0.704106577,0.170918525
522.4,0.28607086,0.979563159,0.055823602,0.704072722,0.170411694
522.5,0.286669748,0.979624895,0.055890057,0.70403459,0.169903923
522.6,0.287273315,0.97968776,0.055955528,0.703992524,0.16939426
522.7,0.287875447,0.97975142,0.056020082,0.703946869,0.168881756
522.8,0.288474251,0.979815545,0.056083788,0.703897966,0.168365459
522.9,0.28907072,0.979879802,0.056146714,0.703846159,0.16784442
523,0.289665845,0.979943861,0.056208929,0.703791792,0.167317689
523.1,0.290260619,0.980007388,0.056270499,0.703735207,0.166784314
523.2,0.290856034,0.980070052,0.056331495,0.703676747,0.166243345
523.3,0.291453083,0.980131521,0.056391984,0.703616757,0.165693831
523.4,0.292052757,0.980191464,0.056452033,0.703555578,0.165134824
523.5,0.292656048,0.980249549,0.056511712,0.703493555,0.164565371
523.6,0.293263949,0.980305443,0.056571088,0.70343103,0.163984522
523.7,0.293877452,0.980358815,0.056630231,0.703368346,0.163390663
523.8,0.29449755,0.980409334,0.056689207,0.703305848,0.162775223
523.9,0.295127816,0.980456666,0.056748085,0.703242411,0.162138238
524,0.295774842,0.980500482,0.056807963,0.703173784,0.161482784
524.1,0.296435576,0.980540448,0.056873712,0.703099835,0.160811942
524.2,0.297106359,0.980576233,0.056943834,0.703020749,0.160128788
524.3,0.297783532,0.980607505,0.057015835,0.702936713,0.159436403
524.4,0.298463436,0.980633932,0.057087217,0.702847911,0.158737863
524.5,0.299142412,0.980655182,0.057155486,0.702754528,0.158036249
524.6,0.299816799,0.980670925,0.057218144,0.702656751,0.157334637
524.7,0.300482939,0.980680827,0.057272696,0.702554765,0.156636108
524.8,0.301137174,0.980684556,0.057316646,0.702448755,0.155943738
524.9,0.301775842,0.980675473,0.057347497,0.702338906,0.155260608
525,0.302395286,0.980646091,0.057362753,0.702225404,0.154589795
525.1,0.302991846,0.980598402,0.05736293,0.702108435,0.153934377
525.2,0.303563397,0.980534451,0.057357404,0.701988183,0.153297434
525.3,0.304114798,0.980456281,0.05734727,0.701864835,0.152682043
525.4,0.304648754,0.980365937,0.057332751,0.701738575,0.152091284
525.5,0.305167517,0.980265461,0.057314069,0.701609589,0.151527456
525.6,0.305673345,0.980156899,0.057291447,0.701478063,0.150979223
525.7,0.30616849,0.980042294,0.057265107,0.701344182,0.150441483
525.8,0.306655209,0.97992369,0.057235271,0.701208131,0.149913683
525.9,0.307135756,0.97980313,0.057202162,0.701070096,0.149395272
526,0.307612386,0.97968266,0.057166002,0.700930262,0.148885697
526.1,0.308087354,0.979564323,0.057127014,0.700788814,0.148384405
526.2,0.308562915,0.979450163,0.057085419,0.700645939,0.147890844
526.3,0.309041324,0.979342224,0.05704144,0.700501821,0.147404462
526.4,0.309524836,0.97924255,0.0569953,0.700356646,0.146924706
526.5,0.310015705,0.979153185,0.05694722,0.7002106,0.146451024
526.6,0.310516187,0.979076172,0.056897423,0.700063867,0.145982864
526.7,0.311028536,0.979013556,0.056846132,0.699916633,0.145519673
526.8,0.311555008,0.978967381,0.056793569,0.699769084,0.145060899
526.9,0.312097857,0.978939691,0.056739955,0.699621403,0.144605989
527,0.312660205,0.978932227,0.056685514,0.6994707,0.144154391
527.1,0.313246953,0.978933016,0.056630468,0.699314514,0.143705553
527.2,0.313855613,0.978934969,0.056575038,0.699153137,0.143258922
527.3,0.314482728,0.978938073,0.056519448,0.698986862,0.142813946
527.4,0.315124842,0.978942309,0.05646341,0.698815983,0.142370072
527.5,0.315778497,0.978947663,0.056400874,0.698640793,0.141926748
527.6,0.316440237,0.978954118,0.056330453,0.698461586,0.141483422
527.7,0.317106605,0.978961657,0.056252692,0.698278655,0.141039542
527.8,0.317774144,0.978970265,0.056168139,0.698092293,0.140594554
527.9,0.318439398,0.978979925,0.056077339,0.697902793,0.140147907
528,0.319098908,0.978990622,0.05598084,0.697710449,0.139699048
528.1,0.319749219,0.979002338,0.055879187,0.697515554,0.139247425
528.2,0.320386874,0.979015058,0.055772926,0.697318402,0.13879254
528.3,0.321008415,0.979028765,0.055662605,0.697119286,0.138335552
528.4,0.321610387,0.979043444,0.05554877,0.696918498,0.137877272
528.5,0.322189331,0.979059079,0.055431966,0.696716333,0.137417896
528.6,0.322741792,0.979075652,0.05531274,0.696513084,0.136957619
528.7,0.323271376,0.979093148,0.055191639,0.696309044,0.136496637
528.8,0.323786833,0.97911155,0.055069209,0.696104506,0.136035146
528.9,0.324289455,0.979130843,0.054945996,0.695899764,0.135573341
529,0.324780491,0.97915101,0.054822547,0.695695111,0.135111417
529.1,0.325261195,0.979172035,0.054699409,0.695490841,0.134649571
529.2,0.325732817,0.979193902,0.054577126,0.695287246,0.134187998
529.3,0.326196609,0.979216594,0.054456246,0.69508462,0.133726894
529.4,0.326653824,0.979240096,0.054337316,0.69488133,0.133266454
529.5,0.327105712,0.979264391,0.054220881,0.694674177,0.132806874
529.6,0.327553525,0.979289464,0.054107488,0.694463484,0.132348349
529.7,0.327998516,0.979315297,0.053997683,0.69424965,0.131891076
529.8,0.328441935,0.979341874,0.053892013,0.694033076,0.131435249
529.9,0.328885034,0.97936918,0.053792077,0.693814161,0.130981064
